hip,ra,dec,plx,e_plx,pm_ra,pm_de,hp_mag,b_v,gaia_source_id,gaia_match_sep_arcsec,gaia_in_v2,distance_ly,gaia_match_note
71681,219.9141246,-60.83948046,796.92,25.9,-3614.39,802.98,1.2429,0.9,,2251.741,False,4.092706921648346,no Gaia match
70890,217.44894744,-62.68135186,771.64,2.6,-3775.75,765.54,10.7613,1.807,5853498713190525696,0.054,True,4.226789694676273,position+magnitude match
71683,219.92040813,-60.83514522,754.81,4.11,-3679.25,473.67,0.1373,0.71,,2261.984,False,4.321034432506194,no Gaia match
87937,269.45402263,4.66828781,548.31,1.51,-798.58,10328.12,9.4901,1.57,4472832130942575872,0.395,True,5.948386861446992,position+magnitude match
54035,165.83588432,35.98146372,392.64,0.67,-580.27,-4765.85,7.5062,1.502,762815470562110464,0.102,True,8.306744091279542,position+magnitude match
32349,101.28854105,-16.71314306,379.21,1.58,-546.01,-1223.07,-1.0876,0.009,,7.244,False,8.600933519685663,rejected: magnitude mismatch (likely companion)
92403,282.45398294,-23.83576453,336.72,2.03,637.02,-191.64,10.4124,1.51,4075141768785646848,0.0,True,9.686267521976715,position+magnitude match
16537,53.23509022,-9.45830604,310.94,0.16,-975.17,19.49,3.8652,0.881,5164707970261890560,0.023,True,10.489354859458416,position+magnitude match
114046,346.44652121,-35.85629698,305.26,0.7,6768.2,1327.52,7.4182,1.483,6553614253923452800,0.054,True,10.684531219288475,position+magnitude match
57548,176.93351314,0.8075261,298.04,2.3,605.26,-1219.28,11.0693,1.746,3796072592206250624,0.008,True,10.943363306938664,position+magnitude match
91772,280.70212874,59.62236608,289.48,3.21,-1338.68,1809.15,9.9964,1.561,2154880616774131712,0.092,True,11.266961448113856,position+magnitude match
104214,316.71181137,38.74149513,286.82,6.78,4168.31,3269.2,5.3685,1.069,1872046609345556480,0.165,True,11.371452478906631,position+magnitude match
104217,316.71746849,38.73441383,285.88,0.54,4106.9,3144.68,6.1467,1.309,1872046574983497216,0.138,True,11.40884287113474,position+magnitude match
37279,114.82724202,5.22750758,284.56,1.26,-714.59,-1036.8,0.4607,0.432,,2403.512,False,11.461765532752318,no Gaia match
91768,280.700901,59.62601596,280.18,2.18,-1332.03,1807.48,8.9218,1.504,2154880616774131840,0.074,True,11.64094510671711,position+magnitude match
1475,4.58559072,44.02195596,278.76,0.77,2888.92,410.1,8.1451,1.56,385334230892516480,0.029,True,11.700243937437222,position+magnitude match
108870,330.82266485,-56.77980581,276.06,0.28,3960.93,-2539.23,4.831,1.056,6412595290592307840,0.122,True,11.81467796855756,position+magnitude match
8102,26.02136459,-15.93955572,273.96,0.17,-1721.05,854.16,3.6295,0.727,2452378776434477184,0.009,True,11.905241641115492,position+magnitude match
5643,18.12459164,-17.00053939,271.01,8.36,1208.53,640.73,11.9597,1.85,2358524597030794112,0.006,True,12.034832663001364,position+magnitude match
36208,111.85068496,5.23476427,262.98,1.39,572.51,-3693.51,9.8128,1.573,3139847906307949696,0.009,True,12.40231196288691,position+magnitude match
24186,77.89672072,-45.00448692,255.66,0.91,6505.08,-5730.84,8.932,1.543,4810594479418041856,0.318,True,12.75741218806227,position+magnitude match
105090,319.32379705,-38.86457457,253.41,0.8,-3260.29,-1146.22,6.753,1.397,6583272171336048640,0.014,True,12.87068387198611,position+magnitude match
110893,337.00174035,57.69701976,249.94,1.87,-865.47,-461.53,9.5728,1.613,,433.621,False,13.049371849243816,no Gaia match
30920,97.34581159,-2.81247675,242.32,3.12,705.28,-611.92,10.9841,1.69,,412.163,False,13.459722680752725,no Gaia match
3829,12.28823758,5.39519921,234.6,5.9,1236.9,-2709.19,12.5592,0.554,2552928187080872832,0.006,True,13.902642796248934,position+magnitude match
80824,247.57547799,-12.65971332,232.98,1.6,-94.81,-1183.43,10.0277,1.604,4330690742322011520,0.007,True,13.99931324577217,position+magnitude match
439,1.33455554,-37.35168099,230.42,0.9,5634.68,-2337.71,8.6181,1.462,2306965202564744064,0.043,True,14.154847669473137,position+magnitude match
86162,264.11002644,68.34222708,220.84,0.94,-320.57,-1269.33,9.1467,1.505,1637645127018395776,0.004,True,14.768882448831732,position+magnitude match
85523,262.16440394,-46.8930516,220.24,1.42,571.26,-880.83,9.4032,1.553,5951824121022278144,0.004,True,14.80911732655285,position+magnitude match
57367,176.41359803,-64.84067434,217.01,2.4,2663.91,-347.38,11.5851,0.196,5332606522595645952,0.026,True,15.029537809317542,position+magnitude match
113020,343.31731587,-14.26205823,213.28,2.12,959.84,-675.33,10.148,1.597,2603090003484152064,0.004,True,15.292385596399097,position+magnitude match
54211,166.383858,43.52448478,206.27,1.0,-4410.43,942.93,8.8028,1.491,778947814402602752,0.053,True,15.812090948756484,position+magnitude match
49908,152.84734583,49.45546436,205.21,0.54,-1362.32,-504.52,6.6688,1.326,823773494718931968,0.006,True,15.893767360265093,position+magnitude match
106440,323.3917345,-49.00701803,201.87,1.01,-46.05,-817.63,8.7047,1.521,6562924609150908416,0.013,True,16.156734532124634,position+magnitude match
19849,63.82349253,-7.64455857,200.62,0.23,-2240.12,-3420.27,4.5615,0.82,3195919528989223040,0.021,True,16.257402053633733,position+magnitude match
1242,3.86527706,-16.13230909,200.53,9.41,731.83,-607.73,11.4323,1.75,,1795.772,False,16.26469854884556,no Gaia match
86214,264.26766864,-44.31693544,196.9,2.15,-708.98,-937.4,10.8964,1.655,5955305209191546112,0.012,True,16.564550533265617,position+magnitude match
88601,271.3633862,2.50243905,196.72,0.83,124.16,-962.82,4.1502,0.86,4468557611984384512,1.919,True,16.579707198047984,position+magnitude match
112460,341.70961233,44.33510785,195.22,1.87,-705.36,-460.72,10.2245,1.54,1934263333784036736,0.003,True,16.707099682409588,position+magnitude match
97649,297.69450819,8.86738473,194.95,0.57,536.23,385.29,0.8273,0.221,,1087.021,False,16.730238522698127,no Gaia match
57544,176.91318963,78.68999307,186.86,1.7,743.61,481.4,10.7849,1.572,1129149723913123456,0.018,True,17.454564914909554,position+magnitude match
67155,206.42792999,14.89505754,185.49,1.1,1778.45,-1456.44,8.5016,1.435,3741297293732404352,0.007,True,17.583481589304004,position+magnitude match
21088,67.79185906,58.98205272,179.27,3.23,1302.66,-2046.7,10.7934,1.17,470826482637310080,0.028,True,18.193562782395265,position+magnitude match
33226,103.70610501,33.26914594,179.01,1.6,-723.99,-398.4,10.0119,1.58,939072613334579328,0.004,True,18.219987710183787,position+magnitude match
25878,82.86229427,-3.67214231,176.77,1.18,761.86,-2093.6,8.0146,1.474,3209938366665770752,0.004,True,18.45086836001584,position+magnitude match
103039,313.13835202,-16.9748137,175.03,3.4,-307.74,34.79,11.3693,1.653,6882963066420161664,0.01,True,18.634291264354683,position+magnitude match
29295,92.64458957,-21.86290756,173.81,0.99,-137.09,-713.66,8.1993,1.487,2940856402123426176,0.105,True,18.76508831482653,position+magnitude match
96100,293.08577729,69.66540164,173.77,0.18,598.07,-1738.4,4.8114,0.786,2261614264931057664,0.011,True,18.76940783794671,position+magnitude match
45343,138.60112247,52.68799063,172.08,6.31,-1535.72,-576.59,7.7796,1.41,1022456139210632064,0.066,True,18.95374244537424,position+magnitude match
26857,85.53363523,12.49315469,171.55,3.99,2000.53,-1569.63,11.4553,1.675,3340477717172813568,0.035,True,19.01229962110172,position+magnitude match
86990,266.64766142,-57.31575515,171.48,2.31,-1119.14,-1352.78,10.7573,1.66,5918660719983560192,0.014,True,19.020060648472125,position+magnitude match
73184,224.36396519,-21.41128124,171.22,0.94,1037.06,-1725.87,5.877,1.024,6232511606838403968,0.051,True,19.04894288050461,position+magnitude match
94761,289.23164948,5.17214044,170.36,1.0,-578.78,-1331.95,9.1262,1.464,4293318823182081408,0.004,True,19.1451044846208,position+magnitude match
76074,233.05768964,-41.27308573,168.66,1.3,-1177.12,-1028.54,9.3249,1.524,6002807341299977216,0.0,True,19.338076603818333,position+magnitude match
84405,258.83869794,-26.60004824,168.54,0.54,-465.31,-1140.97,4.4649,0.855,4109030160308317312,0.015,True,19.35184525928563,position+magnitude match
3821,12.27125307,57.81654753,167.98,0.48,1086.59,-559.43,3.5835,0.587,425040000962559616,0.15,True,19.4163590903679,position+magnitude match
37766,116.16823248,3.55354962,167.88,2.31,-345.25,-450.7,11.1969,1.6,3136952686035250688,0.004,True,19.42792470812485,position+magnitude match
84478,259.05698106,-26.54341627,167.49,0.6,-480.06,-1123.48,6.4408,1.144,4109034455276324608,0.004,True,19.47316257687026,position+magnitude match
84140,258.03175317,45.66984263,167.29,5.02,348.59,-1624.84,9.3753,1.485,,981.094,False,19.49644330205033,no Gaia match
117473,357.29977427,2.40357672,167.29,1.23,996.96,-967.88,9.0506,1.46,2739689239311660672,0.008,True,19.49644330205033,position+magnitude match
99461,302.79836806,-36.09738414,166.25,0.27,456.99,-1574.64,5.4432,0.868,6697578465310949376,0.03,True,19.6184060150376,position+magnitude match
15510,49.97176989,-43.07154908,165.47,0.19,3038.34,726.58,4.395,0.711,4847957293278177024,0.033,True,19.71088414818396,position+magnitude match
71253,218.57093178,-12.52100162,164.99,3.29,-354.45,595.35,11.2634,1.633,6324325225803432320,0.004,True,19.76822837747742,position+magnitude match
99240,302.17441726,-66.1793211,163.71,0.17,1211.03,-1130.05,3.6876,0.751,6427464123776727168,0.016,True,19.92279029992059,position+magnitude match
116132,352.96597838,19.93741091,161.76,1.66,554.64,-60.43,10.1155,1.19,2824770686019003904,0.278,True,20.16295746785361,position+magnitude match
82817,253.87185189,-8.3342068,161.41,5.64,-825.84,-873.53,9.0139,1.553,,72.332,False,20.20667864444582,no Gaia match
99701,303.46980231,-45.1636315,161.34,1.0,779.73,-159.89,8.0444,1.431,6673000841376349696,0.003,True,20.21544564274204,position+magnitude match
74995,229.86477454,-7.72203837,160.91,2.62,-1227.67,-97.78,10.5759,1.6,6322070093095493504,0.0,True,20.26946740413896,position+magnitude match
34603,107.5090032,38.53176593,158.87,3.35,-437.44,-947.44,11.4181,1.7,946632924007399936,0.006,True,20.529741297916534,position+magnitude match
120005,138.60912343,52.68797245,156.45,8.58,-1552.41,-640.88,7.9664,1.42,1022456104850892928,0.065,True,20.84729945669543,position+magnitude match
80459,246.35079645,54.30451739,153.46,0.99,432.29,-170.2,10.1488,1.591,1428427236986209024,0.005,True,21.253486250488724,position+magnitude match
114622,348.31143192,57.16763842,152.76,0.29,2075.07,295.45,5.6989,1.0,2009481748875806976,0.014,True,21.35087719298245,position+magnitude match
53767,165.01886304,22.83364307,150.1,1.7,-427.01,-281.82,10.0417,1.525,3988987164339438208,0.0,True,21.7292471685543,position+magnitude match
106106,322.40081566,17.64237588,149.15,1.81,1007.13,377.27,10.2974,1.62,1784473016438653056,0.004,True,21.867650016761647,position+magnitude match
72659,222.84701774,19.10063351,148.98,0.48,154.98,-66.43,4.6801,0.72,1237090738916392704,0.474,True,21.89260303396429,position+magnitude match
82809,253.85710388,-8.32039912,148.92,4.0,-813.83,-894.4,11.7083,1.7,4339465360510320128,0.011,True,21.901423583131884,position+magnitude match
53020,162.71889218,6.81011758,147.92,3.52,-855.92,-822.34,11.6284,1.679,3864615459886222464,0.003,True,22.049486208761493,position+magnitude match
84709,259.73483504,-34.98957439,146.29,9.03,1129.76,-77.02,6.0194,1.082,,31.704,False,22.29516713377538,no Gaia match
113296,344.14764258,16.55412222,146.09,1.0,-1034.34,-284.09,8.7104,1.507,2828928008202069376,0.003,True,22.325689643370524,position+magnitude match
103096,313.33245236,62.15627229,141.87,0.64,1.56,-774.55,8.6286,1.483,2195886971653527168,0.0,True,22.989779375484595,position+magnitude match
51317,157.23292955,0.84277777,141.5,2.22,-603.75,-728.94,9.6702,1.507,3855208897392952192,0.0,True,23.04989399293286,position+magnitude match
12114,39.01596871,6.88336442,139.27,0.45,1807.78,1444.02,5.9524,0.918,19316224572460416,0.744,True,23.418970345372298,position+magnitude match
83945,257.38030938,43.68202644,134.31,1.99,334.58,-282.08,11.7874,1.696,1355264565043431040,0.121,True,24.28382101109373,position+magnitude match
3765,12.09388796,5.2833888,134.14,0.51,757.11,-1141.33,5.8775,0.89,2552925644460225152,0.0,True,24.314596690025347,position+magnitude match
2021,6.41334187,-77.25503494,134.07,0.11,2219.54,324.09,2.9305,0.618,4683897617110115200,0.026,True,24.327291713284104,position+magnitude match
12781,41.06229415,25.52424869,133.16,2.26,863.9,-364.16,10.5886,1.53,114207651462714880,0.004,True,24.493541604085312,position+magnitude match
7981,25.62479066,20.27015048,132.76,0.5,-302.42,-678.88,5.3905,0.836,96331172942614528,0.003,True,24.567339560108465,position+magnitude match
5336,17.05383814,54.92422782,132.38,0.82,3422.23,-1598.93,5.2898,0.704,411413822074322432,1.518,True,24.63786070403384,position+magnitude match
113283,344.09927741,-31.56517889,131.42,0.62,331.11,-158.98,6.6027,1.094,6604147121141267712,0.0,True,24.817835945822555,position+magnitude match
65859,202.49632124,10.37977321,130.62,1.05,1128.32,-1073.47,9.1047,1.493,3738099879558957952,0.004,True,24.969836165977643,position+magnitude match
91262,279.23410825,38.78299326,130.23,0.36,200.94,286.23,0.0868,-0.001,,2156.86,False,25.04461337633418,no Gaia match
85295,261.43987929,2.11430214,129.86,0.73,-579.66,-1184.76,7.6288,1.359,4375233191015944192,0.0,True,25.115971045741563,position+magnitude match
113368,344.41177299,-29.6218368,129.81,0.47,328.95,-164.67,1.1808,0.145,,3106.255,False,25.125645173715423,no Gaia match
88574,271.280191,-3.030511,128.89,1.43,570.26,-333.47,9.432,1.508,4177731838628465408,0.003,True,25.30498875009698,position+magnitude match
61874,190.19549251,-43.56806141,128.52,3.9,-781.58,693.43,12.2772,1.75,6133474952391837824,0.009,True,25.377840024898845,position+magnitude match
7751,24.94684868,-56.19644225,127.84,2.19,282.16,10.56,5.9046,0.88,4911306239828325760,0.119,True,25.512828535669584,position+magnitude match
49986,153.07398902,-3.74507191,127.08,1.9,-151.09,-244.31,9.2889,1.487,3828238392559860992,0.005,True,25.665407617248977,position+magnitude match
101180,307.63092874,65.44886942,125.07,1.08,443.01,283.32,10.5684,1.542,2246206567973292160,0.003,True,26.07787638922204,position+magnitude match
33499,104.44792516,-44.29109702,124.85,2.13,-1103.65,-41.45,10.823,1.636,5559035514779971456,0.393,True,26.12382859431317,position+magnitude match
80346,246.03466138,48.35400423,124.12,1.16,1146.26,-451.86,10.3133,1.475,,2029.255,False,26.277473412826296,no Gaia match
89937,275.25974417,72.73369776,124.11,0.87,531.21,-349.71,3.6666,0.489,,2156.969,False,26.279590685682056,no Gaia match
22449,72.45890914,6.96124728,123.94,0.17,464.06,11.21,3.2862,0.484,3288921720025503360,0.008,True,26.31563659835404,position+magnitude match
86287,264.46990215,18.58931933,123.67,1.61,926.78,984.2,9.6468,1.53,4550763526539955712,0.003,True,26.37308967413277,position+magnitude match
5496,17.59293934,-67.44634763,122.04,2.42,392.75,571.25,9.8135,1.568,,3045.968,False,26.72533595542445,no Gaia match
113576,345.06954991,-22.52448779,121.69,0.69,-903.28,57.52,7.971,1.379,2396530698208685312,0.004,True,26.80220231736379,position+magnitude match
4856,15.62080415,71.68074166,121.41,1.25,1745.38,-380.81,10.0231,1.501,533621859441169920,0.015,True,26.86401449633473,position+magnitude match
106255,322.82467308,-9.79053291,120.52,5.98,1166.28,-62.09,11.9473,1.703,,3421.128,False,27.06239628277465,no Gaia match
86974,266.6154953,27.72249916,120.33,0.16,-291.66,-749.6,3.5596,0.75,4594497769766809216,0.559,True,27.10512756586055,position+magnitude match
80018,245.0168853,-37.53142066,119.85,2.52,-739.28,988.09,10.5964,1.55,6021430250773348736,0.086,True,27.21368377138089,position+magnitude match
62452,191.98842243,9.75251726,119.47,2.69,-1006.76,-460.19,11.3793,1.563,3735000631158990976,0.0,True,27.30024273876287,position+magnitude match
61317,188.4378855,41.35676763,118.49,0.2,-704.75,292.74,4.3682,0.588,1534011998572555776,0.006,True,27.526035952401045,position+magnitude match
93873,286.77443092,20.88888769,117.45,2.28,-480.71,-346.11,10.8099,1.57,4519789321942643072,0.0,True,27.76977437207322,position+magnitude match
64924,199.60404981,-18.3086104,116.89,0.22,-1070.36,-1063.69,4.866,0.709,3507879565090229888,0.009,True,27.9028146120284,position+magnitude match
23452,75.61879196,-21.25610541,116.59,1.51,-143.42,-221.81,8.3933,1.43,2974726136265625088,0.748,True,27.974611887811985,position+magnitude match
57802,177.78138212,35.27139786,116.48,1.19,-272.08,254.07,9.7801,1.477,4031586157514097024,0.0,True,28.00103021978022,position+magnitude match
1599,5.00797597,-64.87762321,116.46,0.16,1707.42,1164.3,4.3442,0.576,4900108950849461248,0.012,True,28.005838914648805,position+magnitude match
113229,343.94957201,-75.45609051,116.07,1.19,-1027.76,-1060.78,10.3732,1.485,6378584028690858496,0.013,True,28.09993969156543,position+magnitude match
38956,119.55222327,41.30537001,116.06,3.67,211.27,-691.29,11.9947,1.618,922225002820369152,0.0,True,28.102360847837325,position+magnitude match
27913,88.59618362,20.27641465,115.43,0.27,-162.54,-99.51,4.5219,0.594,3399063235755057792,0.273,True,28.255739409165724,position+magnitude match
31292,98.44805528,-75.62562032,115.19,10.61,-291.38,221.24,11.4903,0.0,5260759175761502976,0.031,True,28.314610643285004,position+magnitude match
111802,339.6887282,-20.62094037,115.01,1.32,448.87,-79.69,9.1319,1.466,2400808142038361088,0.011,True,28.35892531084253,position+magnitude match
23311,75.20282187,-5.75097911,114.84,0.5,550.12,-1109.23,6.363,1.049,3211461469444773376,0.003,True,28.400905607802155,position+magnitude match
32984,103.07653753,-5.17370511,114.81,0.44,-544.14,-3.32,6.7196,1.071,3101923001490347392,0.005,True,28.40832680080132,position+magnitude match
93899,286.80626765,20.87782505,114.25,2.3,-482.3,-334.84,10.8236,1.57,4519789081415296128,0.003,True,28.54757111597374,position+magnitude match
84720,259.76230954,-46.63650014,113.61,0.69,1037.56,108.99,5.6072,0.764,5951165616611763456,0.091,True,28.70838834609629,position+magnitude match
25578,82.00110464,9.64577363,113.5,5.01,-190.3,-759.45,12.4665,1.653,3338097377577012480,0.009,True,28.736211453744488,position+magnitude match
60559,186.21595776,-18.23667914,112.98,2.51,1095.66,-2308.56,11.3331,1.574,3519785523672576384,0.008,True,28.86847229598159,position+magnitude match
56528,173.86248667,-32.53790026,112.58,1.44,-72.51,-851.92,9.8537,1.489,3478160727866058368,0.0,True,28.97104281399893,position+magnitude match
108706,330.30365684,28.30681647,112.33,3.05,374.05,37.45,11.9745,1.718,1893189736896880640,0.009,True,29.035520341849903,position+magnitude match
99825,303.81907483,-27.03253578,112.22,0.3,1241.85,-180.96,5.8779,0.878,6847167606385195648,0.007,True,29.063981464979506,position+magnitude match
55360,170.0376224,65.84603876,112.13,1.03,-2946.85,184.03,9.3513,1.412,1057318835428596096,0.032,True,29.08730937304913,position+magnitude match
27072,86.11656244,-22.44748675,112.02,0.18,-291.67,-368.97,3.6977,0.481,2964000159821218432,0.011,True,29.1158721656847,position+magnitude match
31293,98.43325046,-75.63066659,110.88,2.25,-290.15,277.0,10.4985,0.0,5260759175761501696,0.015,True,29.415223665223664,position+magnitude match
47103,144.00645893,-21.65839249,110.82,1.92,136.67,-989.13,10.9444,1.572,5664814198431308288,0.0,True,29.4311496119834,position+magnitude match
17378,55.81231675,-9.76519869,110.61,0.22,-93.16,743.64,3.6796,0.915,5164120762333028736,0.009,True,29.487026489467496,position+magnitude match
57939,178.23256805,37.73280853,109.99,0.41,4003.98,-5813.62,6.5641,0.754,4034171629042489088,0.063,True,29.6532412037458,position+magnitude match
109388,332.41534071,-4.64068122,109.94,2.07,1130.27,-19.27,10.3672,1.531,2627117287488522240,0.006,True,29.666727305803164,position+magnitude match
40501,124.03417013,1.30242702,109.62,1.54,-374.45,60.1,10.1427,1.51,3089711447388931584,0.003,True,29.753329684364168,position+magnitude match
64394,197.97051114,27.87603771,109.54,0.17,-801.44,882.04,4.3607,0.572,1460229442589223424,0.008,True,29.775059339054224,position+magnitude match
15457,49.83974565,3.36997079,109.41,0.27,269.3,93.75,4.9768,0.681,3269362645115584640,0.003,True,29.81043780276026,position+magnitude match
9724,31.26683506,-17.61420928,109.38,1.92,1314.71,-176.07,10.2358,1.514,5138510181584617856,0.835,True,29.81861400621686,position+magnitude match
23512,75.83426681,-17.37245256,108.61,2.66,-226.51,-447.19,11.7522,1.661,2976850598890749824,0.0,True,30.03001565233404,position+magnitude match
57443,176.63436289,-40.50133463,108.45,0.22,-1530.99,403.67,5.0211,0.664,5381537023379295232,0.011,True,30.07431996311664,position+magnitude match
105858,321.61038372,-65.36814437,107.97,0.19,80.56,800.6,4.3296,0.494,6401464693867773568,0.003,True,30.208020746503657,position+magnitude match
23932,77.144734,-18.16864524,107.85,2.1,502.99,-1399.76,10.2527,1.52,2976507997939000064,0.023,True,30.24163189615206,position+magnitude match
21932,70.73070769,18.96088079,107.83,2.85,656.85,-1116.2,10.0029,1.523,3409711211681795584,0.004,True,30.24724102754336,position+magnitude match
9786,31.45378853,-30.176892,107.81,2.92,-525.32,104.29,12.2201,1.719,5020179503252128768,0.006,True,30.25285224005194,position+magnitude match
66906,205.68061184,33.29182236,107.77,3.22,-110.07,-709.17,11.9808,2.4,1470462322431834880,0.004,True,30.26408091305558,position+magnitude match
29277,92.58180713,82.11000329,106.69,1.31,50.62,-1336.14,10.5165,1.514,1143321672882274560,0.0,True,30.570437716749456,position+magnitude match
47425,144.94490294,-41.06842456,105.63,1.64,-526.56,356.39,10.7467,1.521,5425628298649940608,0.0,True,30.8772129129982,position+magnitude match
86776,265.98314417,43.3800769,105.5,1.18,10.0,-603.33,10.52,1.528,1349047857580994560,0.0,True,30.91526066350711,position+magnitude match
56452,173.6248034,-32.83334195,104.61,0.37,-671.54,823.85,6.1029,0.811,3478127463341507072,0.019,True,31.17828123506357,position+magnitude match
56997,175.26260504,34.20255998,104.04,0.26,-12.55,-380.75,5.4478,0.723,4025850731201819392,0.0,True,31.349096501345635,position+magnitude match
72944,223.62112303,16.10135884,103.59,1.72,276.0,-121.69,10.2007,1.5,1187851653287128576,0.074,True,31.485278501785885,position+magnitude match
46655,142.68715398,0.32400292,103.46,3.94,-571.9,-553.76,11.7171,1.588,3840711729206827520,0.011,True,31.52484051807462,position+magnitude match
61629,189.47165256,-52.00155011,103.18,2.31,-1032.41,30.39,10.6769,1.47,6078114541943893888,0.004,True,31.610389610389607,position+magnitude match
86057,263.80642761,-48.68197465,102.83,2.75,82.62,454.25,10.1664,1.543,5946986063684477056,0.156,True,31.71798113391033,position+magnitude match
31635,99.29694432,17.56399421,102.6,1.65,-767.47,336.3,9.695,1.48,3359074685047632640,0.003,True,31.789083820662764,position+magnitude match
81300,249.08826475,-2.32383618,102.55,0.4,456.04,-309.63,5.9123,0.827,4358031335898505472,0.0,True,31.8045831301804,position+magnitude match
82003,251.27657696,33.50829755,101.96,0.71,-39.17,383.05,8.1772,1.31,1314438839310796800,0.003,True,31.988622989407613,position+magnitude match
47780,146.12593153,-45.77508748,101.31,3.18,-461.73,-584.28,10.0117,1.53,5412250540681250560,0.015,True,32.19386042838811,position+magnitude match
102409,311.28891777,-31.34002422,100.91,1.06,279.96,-360.61,8.762,1.47,6794047652729201024,0.0,True,32.32147458131008,position+magnitude match
4872,15.65812122,62.34482819,100.4,1.52,731.52,90.43,9.6141,1.463,522863309964987520,0.0,True,32.48565737051793,position+magnitude match
85665,262.59462846,5.54912359,100.23,1.07,29.13,-248.15,9.3725,1.461,4389844948935164544,0.0,True,32.54075626060062,position+magnitude match
117828,358.45641284,-75.63161009,100.07,1.05,243.04,-378.12,10.0367,1.466,6377828354964753792,0.004,True,32.59278505046467,position+magnitude match
46706,142.82916916,-13.48884763,99.88,3.6,692.52,104.68,10.0849,1.545,,3108.467,False,32.65478574289147,no Gaia match
68469,210.26529165,-2.65632094,99.72,1.57,-823.47,598.19,9.7639,1.461,3657653114880309248,0.003,True,32.707180104292014,position+magnitude match
68184,209.38373772,61.49233524,99.36,0.32,-32.36,216.49,6.6311,1.04,1661568850770761600,0.0,True,32.82568438003221,position+magnitude match
2552,8.11171915,67.23621557,99.35,2.17,1738.21,-224.11,10.3464,1.52,527956488340229632,1.842,True,32.828988424760944,position+magnitude match
8362,26.93360061,63.85310133,99.33,0.53,582.03,-246.93,5.7673,0.804,512167948043650816,0.004,True,32.835598510017114,position+magnitude match
21553,69.41931782,52.89476981,98.91,1.01,305.54,-475.51,8.7011,1.423,272855565763652480,0.003,True,32.97502780305328,position+magnitude match
57087,175.54378567,26.70854783,98.61,2.33,896.07,-813.54,10.6841,1.493,4017860992519744384,0.006,True,33.075347327857216,position+magnitude match
58345,179.48716172,-27.70553623,98.45,0.57,-1080.52,-621.64,7.0986,1.128,3487062064765702272,0.004,True,33.129101066531234,position+magnitude match
72896,223.46626296,23.55551513,98.4,4.42,-677.89,107.1,11.679,0.0,1266092694561970432,0.97,True,33.14593495934959,position+magnitude match
29271,92.55918066,-74.75252786,98.06,0.14,121.8,-212.34,5.2164,0.714,5264749303462961280,0.003,True,33.260860697532124,position+magnitude match
62556,192.26409555,66.11044122,97.91,1.83,-434.99,-105.61,10.9034,1.626,,1067.738,False,33.311816974772746,no Gaia match
94349,288.05646788,2.88766853,97.84,2.95,1788.33,-519.72,11.1028,1.542,,451.182,False,33.335650040883074,no Gaia match
14754,47.62898318,-68.6006885,97.66,1.85,42.0,-103.77,11.4447,0.025,4646535078125821568,0.0,True,33.397091951669054,position+magnitude match
67164,206.46209326,-17.9668836,97.62,5.03,-314.67,-554.44,11.8273,1.542,6294928369390563968,0.01,True,33.41077648022946,position+magnitude match
108782,330.54391293,1.40090867,97.61,1.53,-454.53,-279.09,9.2298,1.453,2683023811628007296,0.0,True,33.414199364819176,position+magnitude match
83043,254.53718442,25.74539404,96.67,1.39,-114.07,-506.26,9.7165,1.522,4572835535272627712,0.003,True,33.739112444398465,position+magnitude match
13402,43.13287775,-12.76925352,96.6,0.4,397.41,-189.32,6.1909,0.862,5160075762132996992,0.0,True,33.76356107660455,position+magnitude match
56244,172.94611843,-41.04685446,96.56,2.39,-714.46,170.94,11.4712,1.635,5382868669400908928,0.0,True,33.77754763877382,position+magnitude match
37826,116.33068294,28.02631022,96.54,0.27,-626.55,-45.8,1.2947,0.991,,741.701,False,33.78454526621089,no Gaia match
10279,33.09173984,3.58012336,96.02,1.66,-1760.7,-1852.91,10.1133,1.431,2515037264041041536,0.004,True,33.96750676942304,position+magnitude match
76901,235.5324239,-19.46923807,95.9,5.59,-2004.86,-1035.03,11.8548,1.591,6254033894121581952,0.039,True,34.01001042752867,position+magnitude match
45908,140.41079361,-60.28239495,95.58,0.91,-837.79,180.67,9.5344,1.472,5299440441521812992,0.003,True,34.12387528771709,position+magnitude match
33142,103.51517977,60.87417356,95.43,2.36,495.89,-989.85,10.9764,1.552,1003752587430126464,1.154,True,34.17751231268993,position+magnitude match
14632,47.2620139,49.61350017,94.87,0.23,1262.41,-91.5,4.1758,0.595,436648129327098496,0.003,True,34.379255823758825,position+magnitude match
48714,149.03774384,62.78988046,94.68,1.26,-304.27,-582.81,9.0423,1.438,1051547052218220160,0.0,True,34.44824672581326,position+magnitude match
62687,192.68160076,-0.76716488,94.6,0.82,-29.59,-397.7,8.5612,1.409,3689602277083844480,0.003,True,34.47737843551797,position+magnitude match
83599,256.30965375,-5.09148339,94.59,1.85,-920.08,-1129.6,10.1272,1.476,4364480521350598144,0.004,True,34.481023363991966,position+magnitude match
37217,114.66947758,-21.22342352,94.31,3.31,450.28,-477.71,11.7529,1.588,5715352842388433664,0.003,True,34.583395186088424,position+magnitude match
82257,252.10617855,59.05701857,94.04,2.67,136.04,-293.13,12.3862,0.16,1431783457574556672,0.004,True,34.68268821777966,position+magnitude match
21000,67.55216597,5.29852743,93.67,7.62,97.46,119.01,9.971,0.6,,1723.393,False,34.81968613216611,no Gaia match
